,variables
5827,card_Merchnum_unique_count_for_Merch_all_info_14
5828,card_Merchnum_unique_count_for_Merch_all_info_30
5829,card_Merchnum_unique_count_for_Merch_all_info_60
5830,card_Merchnum_unique_count_for_card_Merch_description_0
5831,card_Merchnum_unique_count_for_card_Merch_description_1
5832,card_Merchnum_unique_count_for_card_Merch_description_3
5833,card_Merchnum_unique_count_for_card_Merch_description_7
5834,card_Merchnum_unique_count_for_card_Merch_description_14
5835,card_Merchnum_unique_count_for_card_Merch_description_30
5836,card_Merchnum_unique_count_for_card_Merch_description_60
5837,card_Merchnum_unique_count_for_card_Merch_state_0
5838,card_Merchnum_unique_count_for_card_Merch_state_1
5839,card_Merchnum_unique_count_for_card_Merch_state_3
5840,card_Merchnum_unique_count_for_card_Merch_state_7
5841,card_Merchnum_unique_count_for_card_Merch_state_14
5842,card_Merchnum_unique_count_for_card_Merch_state_30
5843,card_Merchnum_unique_count_for_card_Merch_state_60
5844,card_Merchnum_unique_count_for_card_Merch_zip_0
5845,card_Merchnum_unique_count_for_card_Merch_zip_1
5846,card_Merchnum_unique_count_for_card_Merch_zip_3
5847,card_Merchnum_unique_count_for_card_Merch_zip_7
5848,card_Merchnum_unique_count_for_card_Merch_zip_14
5849,card_Merchnum_unique_count_for_card_Merch_zip_30
5850,card_Merchnum_unique_count_for_card_Merch_zip_60
5851,card_Merchnum_unique_count_for_card_Merch_num_des_0
5852,card_Merchnum_unique_count_for_card_Merch_num_des_1
5853,card_Merchnum_unique_count_for_card_Merch_num_des_3
5854,card_Merchnum_unique_count_for_card_Merch_num_des_7
5855,card_Merchnum_unique_count_for_card_Merch_num_des_14
5856,card_Merchnum_unique_count_for_card_Merch_num_des_30
5857,card_Merchnum_unique_count_for_card_Merch_num_des_60
5858,card_Merchnum_unique_count_for_card_Merch_num_state_0
5859,card_Merchnum_unique_count_for_card_Merch_num_state_1
5860,card_Merchnum_unique_count_for_card_Merch_num_state_3
5861,card_Merchnum_unique_count_for_card_Merch_num_state_7
5862,card_Merchnum_unique_count_for_card_Merch_num_state_14
5863,card_Merchnum_unique_count_for_card_Merch_num_state_30
5864,card_Merchnum_unique_count_for_card_Merch_num_state_60
5865,card_Merchnum_unique_count_for_card_Merch_num_zip_0
5866,card_Merchnum_unique_count_for_card_Merch_num_zip_1
5867,card_Merchnum_unique_count_for_card_Merch_num_zip_3
5868,card_Merchnum_unique_count_for_card_Merch_num_zip_7
5869,card_Merchnum_unique_count_for_card_Merch_num_zip_14
5870,card_Merchnum_unique_count_for_card_Merch_num_zip_30
5871,card_Merchnum_unique_count_for_card_Merch_num_zip_60
5872,card_Merchnum_unique_count_for_card_Merch_des_state_0
5873,card_Merchnum_unique_count_for_card_Merch_des_state_1
5874,card_Merchnum_unique_count_for_card_Merch_des_state_3
5875,card_Merchnum_unique_count_for_card_Merch_des_state_7
5876,card_Merchnum_unique_count_for_card_Merch_des_state_14
5877,card_Merchnum_unique_count_for_card_Merch_des_state_30
5878,card_Merchnum_unique_count_for_card_Merch_des_state_60
5879,card_Merchnum_unique_count_for_card_Merch_des_zip_0
5880,card_Merchnum_unique_count_for_card_Merch_des_zip_1
5881,card_Merchnum_unique_count_for_card_Merch_des_zip_3
5882,card_Merchnum_unique_count_for_card_Merch_des_zip_7
5883,card_Merchnum_unique_count_for_card_Merch_des_zip_14
5884,card_Merchnum_unique_count_for_card_Merch_des_zip_30
5885,card_Merchnum_unique_count_for_card_Merch_des_zip_60
5886,card_Merchnum_unique_count_for_card_Merch_state_zip_0
5887,card_Merchnum_unique_count_for_card_Merch_state_zip_1
5888,card_Merchnum_unique_count_for_card_Merch_state_zip_3
5889,card_Merchnum_unique_count_for_card_Merch_state_zip_7
5890,card_Merchnum_unique_count_for_card_Merch_state_zip_14
5891,card_Merchnum_unique_count_for_card_Merch_state_zip_30
5892,card_Merchnum_unique_count_for_card_Merch_state_zip_60
5893,card_Merchnum_unique_count_for_card_Merch_num_des_state_0
5894,card_Merchnum_unique_count_for_card_Merch_num_des_state_1
5895,card_Merchnum_unique_count_for_card_Merch_num_des_state_3
5896,card_Merchnum_unique_count_for_card_Merch_num_des_state_7
5897,card_Merchnum_unique_count_for_card_Merch_num_des_state_14
5898,card_Merchnum_unique_count_for_card_Merch_num_des_state_30
5899,card_Merchnum_unique_count_for_card_Merch_num_des_state_60
5900,card_Merchnum_unique_count_for_card_Merch_num_des_zip_0
5901,card_Merchnum_unique_count_for_card_Merch_num_des_zip_1
5902,card_Merchnum_unique_count_for_card_Merch_num_des_zip_3
5903,card_Merchnum_unique_count_for_card_Merch_num_des_zip_7
5904,card_Merchnum_unique_count_for_card_Merch_num_des_zip_14
5905,card_Merchnum_unique_count_for_card_Merch_num_des_zip_30
5906,card_Merchnum_unique_count_for_card_Merch_num_des_zip_60
5907,card_Merchnum_unique_count_for_card_Merch_num_state_zip_0
5908,card_Merchnum_unique_count_for_card_Merch_num_state_zip_1
5909,card_Merchnum_unique_count_for_card_Merch_num_state_zip_3
5910,card_Merchnum_unique_count_for_card_Merch_num_state_zip_7
5911,card_Merchnum_unique_count_for_card_Merch_num_state_zip_14
5912,card_Merchnum_unique_count_for_card_Merch_num_state_zip_30
5913,card_Merchnum_unique_count_for_card_Merch_num_state_zip_60
5914,card_Merchnum_unique_count_for_card_Merch_des_state_zip_0
5915,card_Merchnum_unique_count_for_card_Merch_des_state_zip_1
5916,card_Merchnum_unique_count_for_card_Merch_des_state_zip_3
5917,card_Merchnum_unique_count_for_card_Merch_des_state_zip_7
5918,card_Merchnum_unique_count_for_card_Merch_des_state_zip_14
5919,card_Merchnum_unique_count_for_card_Merch_des_state_zip_30
5920,card_Merchnum_unique_count_for_card_Merch_des_state_zip_60
5921,card_Merchnum_unique_count_for_card_Merch_all_info_0
5922,card_Merchnum_unique_count_for_card_Merch_all_info_1
5923,card_Merchnum_unique_count_for_card_Merch_all_info_3
5924,card_Merchnum_unique_count_for_card_Merch_all_info_7
5925,card_Merchnum_unique_count_for_card_Merch_all_info_14
5926,card_Merchnum_unique_count_for_card_Merch_all_info_30
5927,card_Merchnum_unique_count_for_card_Merch_all_info_60
5928,card_Merch_description_unique_count_for_Cardnum_0
5929,card_Merch_description_unique_count_for_Cardnum_1
5930,card_Merch_description_unique_count_for_Cardnum_3
5931,card_Merch_description_unique_count_for_Cardnum_7
5932,card_Merch_description_unique_count_for_Cardnum_14
5933,card_Merch_description_unique_count_for_Cardnum_30
5934,card_Merch_description_unique_count_for_Cardnum_60
5935,card_Merch_description_unique_count_for_Merchnum_0
5936,card_Merch_description_unique_count_for_Merchnum_1
5937,card_Merch_description_unique_count_for_Merchnum_3
5938,card_Merch_description_unique_count_for_Merchnum_7
5939,card_Merch_description_unique_count_for_Merchnum_14
5940,card_Merch_description_unique_count_for_Merchnum_30
5941,card_Merch_description_unique_count_for_Merchnum_60
5942,card_Merch_description_unique_count_for_Merch_description_0
5943,card_Merch_description_unique_count_for_Merch_description_1
5944,card_Merch_description_unique_count_for_Merch_description_3
5945,card_Merch_description_unique_count_for_Merch_description_7
5946,card_Merch_description_unique_count_for_Merch_description_14
5947,card_Merch_description_unique_count_for_Merch_description_30
5948,card_Merch_description_unique_count_for_Merch_description_60
5949,card_Merch_description_unique_count_for_Merch_num_des_0
5950,card_Merch_description_unique_count_for_Merch_num_des_1
5951,card_Merch_description_unique_count_for_Merch_num_des_3
5952,card_Merch_description_unique_count_for_Merch_num_des_7
5953,card_Merch_description_unique_count_for_Merch_num_des_14
5954,card_Merch_description_unique_count_for_Merch_num_des_30
5955,card_Merch_description_unique_count_for_Merch_num_des_60
5956,card_Merch_description_unique_count_for_Merch_num_state_0
5957,card_Merch_description_unique_count_for_Merch_num_state_1
5958,card_Merch_description_unique_count_for_Merch_num_state_3
5959,card_Merch_description_unique_count_for_Merch_num_state_7
5960,card_Merch_description_unique_count_for_Merch_num_state_14
5961,card_Merch_description_unique_count_for_Merch_num_state_30
5962,card_Merch_description_unique_count_for_Merch_num_state_60
5963,card_Merch_description_unique_count_for_Merch_num_zip_0
5964,card_Merch_description_unique_count_for_Merch_num_zip_1
5965,card_Merch_description_unique_count_for_Merch_num_zip_3
5966,card_Merch_description_unique_count_for_Merch_num_zip_7
5967,card_Merch_description_unique_count_for_Merch_num_zip_14
5968,card_Merch_description_unique_count_for_Merch_num_zip_30
5969,card_Merch_description_unique_count_for_Merch_num_zip_60
5970,card_Merch_description_unique_count_for_Merch_des_state_0
5971,card_Merch_description_unique_count_for_Merch_des_state_1
5972,card_Merch_description_unique_count_for_Merch_des_state_3
5973,card_Merch_description_unique_count_for_Merch_des_state_7
5974,card_Merch_description_unique_count_for_Merch_des_state_14
5975,card_Merch_description_unique_count_for_Merch_des_state_30
5976,card_Merch_description_unique_count_for_Merch_des_state_60
5977,card_Merch_description_unique_count_for_Merch_des_zip_0
5978,card_Merch_description_unique_count_for_Merch_des_zip_1
5979,card_Merch_description_unique_count_for_Merch_des_zip_3
5980,card_Merch_description_unique_count_for_Merch_des_zip_7
5981,card_Merch_description_unique_count_for_Merch_des_zip_14
5982,card_Merch_description_unique_count_for_Merch_des_zip_30
5983,card_Merch_description_unique_count_for_Merch_des_zip_60
5984,card_Merch_description_unique_count_for_Merch_state_zip_0
5985,card_Merch_description_unique_count_for_Merch_state_zip_1
5986,card_Merch_description_unique_count_for_Merch_state_zip_3
5987,card_Merch_description_unique_count_for_Merch_state_zip_7
5988,card_Merch_description_unique_count_for_Merch_state_zip_14
5989,card_Merch_description_unique_count_for_Merch_state_zip_30
5990,card_Merch_description_unique_count_for_Merch_state_zip_60
5991,card_Merch_description_unique_count_for_Merch_num_des_state_0
5992,card_Merch_description_unique_count_for_Merch_num_des_state_1
5993,card_Merch_description_unique_count_for_Merch_num_des_state_3
5994,card_Merch_description_unique_count_for_Merch_num_des_state_7
5995,card_Merch_description_unique_count_for_Merch_num_des_state_14
5996,card_Merch_description_unique_count_for_Merch_num_des_state_30
5997,card_Merch_description_unique_count_for_Merch_num_des_state_60
5998,card_Merch_description_unique_count_for_Merch_num_des_zip_0
5999,card_Merch_description_unique_count_for_Merch_num_des_zip_1
6000,card_Merch_description_unique_count_for_Merch_num_des_zip_3
6001,card_Merch_description_unique_count_for_Merch_num_des_zip_7
6002,card_Merch_description_unique_count_for_Merch_num_des_zip_14
6003,card_Merch_description_unique_count_for_Merch_num_des_zip_30
6004,card_Merch_description_unique_count_for_Merch_num_des_zip_60
6005,card_Merch_description_unique_count_for_Merch_num_state_zip_0
6006,card_Merch_description_unique_count_for_Merch_num_state_zip_1
6007,card_Merch_description_unique_count_for_Merch_num_state_zip_3
6008,card_Merch_description_unique_count_for_Merch_num_state_zip_7
6009,card_Merch_description_unique_count_for_Merch_num_state_zip_14
6010,card_Merch_description_unique_count_for_Merch_num_state_zip_30
6011,card_Merch_description_unique_count_for_Merch_num_state_zip_60
6012,card_Merch_description_unique_count_for_Merch_des_state_zip_0
6013,card_Merch_description_unique_count_for_Merch_des_state_zip_1
6014,card_Merch_description_unique_count_for_Merch_des_state_zip_3
6015,card_Merch_description_unique_count_for_Merch_des_state_zip_7
6016,card_Merch_description_unique_count_for_Merch_des_state_zip_14
6017,card_Merch_description_unique_count_for_Merch_des_state_zip_30
6018,card_Merch_description_unique_count_for_Merch_des_state_zip_60
6019,card_Merch_description_unique_count_for_Merch_all_info_0
6020,card_Merch_description_unique_count_for_Merch_all_info_1
6021,card_Merch_description_unique_count_for_Merch_all_info_3
6022,card_Merch_description_unique_count_for_Merch_all_info_7
6023,card_Merch_description_unique_count_for_Merch_all_info_14
6024,card_Merch_description_unique_count_for_Merch_all_info_30
6025,card_Merch_description_unique_count_for_Merch_all_info_60
6026,card_Merch_description_unique_count_for_card_Merchnum_0
6027,card_Merch_description_unique_count_for_card_Merchnum_1
6028,card_Merch_description_unique_count_for_card_Merchnum_3
6029,card_Merch_description_unique_count_for_card_Merchnum_7
6030,card_Merch_description_unique_count_for_card_Merchnum_14
6031,card_Merch_description_unique_count_for_card_Merchnum_30
6032,card_Merch_description_unique_count_for_card_Merchnum_60
6033,card_Merch_description_unique_count_for_card_Merch_state_0
6034,card_Merch_description_unique_count_for_card_Merch_state_1
6035,card_Merch_description_unique_count_for_card_Merch_state_3
6036,card_Merch_description_unique_count_for_card_Merch_state_7
6037,card_Merch_description_unique_count_for_card_Merch_state_14
6038,card_Merch_description_unique_count_for_card_Merch_state_30
6039,card_Merch_description_unique_count_for_card_Merch_state_60
6040,card_Merch_description_unique_count_for_card_Merch_zip_0
6041,card_Merch_description_unique_count_for_card_Merch_zip_1
6042,card_Merch_description_unique_count_for_card_Merch_zip_3
6043,card_Merch_description_unique_count_for_card_Merch_zip_7
6044,card_Merch_description_unique_count_for_card_Merch_zip_14
6045,card_Merch_description_unique_count_for_card_Merch_zip_30
6046,card_Merch_description_unique_count_for_card_Merch_zip_60
6047,card_Merch_description_unique_count_for_card_Merch_num_des_0
6048,card_Merch_description_unique_count_for_card_Merch_num_des_1
6049,card_Merch_description_unique_count_for_card_Merch_num_des_3
6050,card_Merch_description_unique_count_for_card_Merch_num_des_7
6051,card_Merch_description_unique_count_for_card_Merch_num_des_14
6052,card_Merch_description_unique_count_for_card_Merch_num_des_30
6053,card_Merch_description_unique_count_for_card_Merch_num_des_60
6054,card_Merch_description_unique_count_for_card_Merch_num_state_0
6055,card_Merch_description_unique_count_for_card_Merch_num_state_1
6056,card_Merch_description_unique_count_for_card_Merch_num_state_3
6057,card_Merch_description_unique_count_for_card_Merch_num_state_7
6058,card_Merch_description_unique_count_for_card_Merch_num_state_14
6059,card_Merch_description_unique_count_for_card_Merch_num_state_30
6060,card_Merch_description_unique_count_for_card_Merch_num_state_60
6061,card_Merch_description_unique_count_for_card_Merch_num_zip_0
6062,card_Merch_description_unique_count_for_card_Merch_num_zip_1
6063,card_Merch_description_unique_count_for_card_Merch_num_zip_3
6064,card_Merch_description_unique_count_for_card_Merch_num_zip_7
6065,card_Merch_description_unique_count_for_card_Merch_num_zip_14
6066,card_Merch_description_unique_count_for_card_Merch_num_zip_30
6067,card_Merch_description_unique_count_for_card_Merch_num_zip_60
6068,card_Merch_description_unique_count_for_card_Merch_des_state_0
6069,card_Merch_description_unique_count_for_card_Merch_des_state_1
6070,card_Merch_description_unique_count_for_card_Merch_des_state_3
6071,card_Merch_description_unique_count_for_card_Merch_des_state_7
6072,card_Merch_description_unique_count_for_card_Merch_des_state_14
6073,card_Merch_description_unique_count_for_card_Merch_des_state_30
6074,card_Merch_description_unique_count_for_card_Merch_des_state_60
6075,card_Merch_description_unique_count_for_card_Merch_des_zip_0
6076,card_Merch_description_unique_count_for_card_Merch_des_zip_1
6077,card_Merch_description_unique_count_for_card_Merch_des_zip_3
6078,card_Merch_description_unique_count_for_card_Merch_des_zip_7
6079,card_Merch_description_unique_count_for_card_Merch_des_zip_14
6080,card_Merch_description_unique_count_for_card_Merch_des_zip_30
6081,card_Merch_description_unique_count_for_card_Merch_des_zip_60
6082,card_Merch_description_unique_count_for_card_Merch_state_zip_0
6083,card_Merch_description_unique_count_for_card_Merch_state_zip_1
6084,card_Merch_description_unique_count_for_card_Merch_state_zip_3
6085,card_Merch_description_unique_count_for_card_Merch_state_zip_7
6086,card_Merch_description_unique_count_for_card_Merch_state_zip_14
6087,card_Merch_description_unique_count_for_card_Merch_state_zip_30
6088,card_Merch_description_unique_count_for_card_Merch_state_zip_60
6089,card_Merch_description_unique_count_for_card_Merch_num_des_state_0
6090,card_Merch_description_unique_count_for_card_Merch_num_des_state_1
6091,card_Merch_description_unique_count_for_card_Merch_num_des_state_3
6092,card_Merch_description_unique_count_for_card_Merch_num_des_state_7
6093,card_Merch_description_unique_count_for_card_Merch_num_des_state_14
6094,card_Merch_description_unique_count_for_card_Merch_num_des_state_30
6095,card_Merch_description_unique_count_for_card_Merch_num_des_state_60
6096,card_Merch_description_unique_count_for_card_Merch_num_des_zip_0
6097,card_Merch_description_unique_count_for_card_Merch_num_des_zip_1
6098,card_Merch_description_unique_count_for_card_Merch_num_des_zip_3
6099,card_Merch_description_unique_count_for_card_Merch_num_des_zip_7
6100,card_Merch_description_unique_count_for_card_Merch_num_des_zip_14
6101,card_Merch_description_unique_count_for_card_Merch_num_des_zip_30
6102,card_Merch_description_unique_count_for_card_Merch_num_des_zip_60
6103,card_Merch_description_unique_count_for_card_Merch_num_state_zip_0
6104,card_Merch_description_unique_count_for_card_Merch_num_state_zip_1
6105,card_Merch_description_unique_count_for_card_Merch_num_state_zip_3
6106,card_Merch_description_unique_count_for_card_Merch_num_state_zip_7
6107,card_Merch_description_unique_count_for_card_Merch_num_state_zip_14
6108,card_Merch_description_unique_count_for_card_Merch_num_state_zip_30
6109,card_Merch_description_unique_count_for_card_Merch_num_state_zip_60
6110,card_Merch_description_unique_count_for_card_Merch_des_state_zip_0
6111,card_Merch_description_unique_count_for_card_Merch_des_state_zip_1
6112,card_Merch_description_unique_count_for_card_Merch_des_state_zip_3
6113,card_Merch_description_unique_count_for_card_Merch_des_state_zip_7
